recno,Mm,Cl,n_Cl,[DSP99],z,u_z,q_z,[OII],u_[OII],Hdelta,u_Hdelta,D4000,u_D4000,oRA,oDE,MType,D,magGB,ColGB,spFile,_RA,_DE
421,c,"Cl 1601+42", ,55,0.5418, ,2,0.0, ,, ,1.7, ,35.6,26.6,"Sab",0,21.59,1.77,"cl1601/cl1601maa_5.fits   ",240.8136,42.7643
405,c,"Cl 1601+42", ,39,0.5371, ,2,0.0, ,, ,1.93, ,74.3,30.8," ",,21.54,1.63,"cl1601/cl1601cm2_16.fits  ",240.8283,42.7655
676,f,"Cl 1601+42", ,101,0.0, ,1,, ,, ,, ,90.8,66.5," ",,22.33,1.4,"cl1601/cl1601cm2_17.fits  ",240.8345,42.7754
369,c,"Cl 1601+42", ,3,0.54, ,3,0.0, ,7.5, ,2.02, ,91.6,71.5," ",,22.11,1.94,"cl1601/cl1601dg92_80.fits ",240.8348,42.7768
622,f,"Cl 1601+42", ,63,0.6392, ,3,-22.6, ,0.0, ,1.35, ,94.8,82.1," ",,21.83,0.81,"cl1601/cl1601dg92_70.fits ",240.836,42.7797
640,f,"Cl 1601+42", ,81,0.7355, ,2,-13.0, ,5.0,:,1.35, ,164.7,46.5," ",,,,"cl1601/cl1601cm2_21.fits  ",240.8625,42.7699
624,f,"Cl 1601+42", ,65,0.7373, ,2,0.0, ,6.5, ,1.6, ,117.7,51.5," ",,20.84,1.14,"cl1601/cl1601dg92_105.fits",240.8447,42.7712
408,c,"Cl 1601+42", ,42,0.5463, ,2,-41.2, ,, ,1.61, ,149.0,87.6," ",,21.5,0.75,"cl1601/cl1601cm2_20.fits  ",240.8565,42.7813
406,c,"Cl 1601+42", ,40,0.5364, ,2,-22.5, ,4.6,:,2.09, ,139.3,98.8," ",,20.83,1.13,"cl1601/cl1601cm2_19.fits  ",240.8529,42.7844
394,c,"Cl 1601+42", ,28,0.5307,:,3,0.0, ,, ,1.9, ,18.3,22.3,"Sd",0,21.67,1.52,"cl1601/cl1601cm1_10.fits  ",240.8071,42.7631
375,c,"Cl 1601+42", ,9,0.5407, ,3,0.0, ,, ,2.04, ,9.1,26.2,"E",0,20.14,1.62,"cl1601/cl1601dg92_133.fits",240.8036,42.7642
625,f,"Cl 1601+42", ,66,0.4215, ,3,-19.5, ,, ,1.31, ,25.4,48.9,"E",0,21.66,1.57,"cl1601/cl1601dg92_106.fits",240.8098,42.7705
404,c,"Cl 1601+42", ,38,0.5367, ,3,0.0, ,, ,1.58, ,43.8,54.2,"Sa",0,,,"cl1601/cl1601cm2_15.fits  ",240.8167,42.772
420,c,"Cl 1601+42", ,54,0.5403, ,1,0.0, ,2.8, ,1.84, ,39.5,55.9,"S0/a",0,21.07,1.64,"cl1601/cl1601maa_4.fits   ",240.8151,42.7725
402,c,"Cl 1601+42", ,36,0.5396, ,3,0.0, ,, ,2.56, ,37.6,60.3,"Scd",2,23.28,1.43,"cl1601/cl1601cm1_7.fits   ",240.8144,42.7737
621,f,"Cl 1601+42", ,62,0.1816, ,2,, ,, ,1.28, ,67.3,96.5," ",,19.96,0.2,"cl1601/cl1601dg92_55.fits ",240.8256,42.7837
371,c,"Cl 1601+42", ,5,0.5411, ,4,0.0, ,, ,2.05, ,-3.1,55.4,"Sab",1,21.86,1.29,"cl1601/cl1601dg92_101.fits",240.799,42.7723
636,f,"Cl 1601+42", ,77,0.8105, ,2,-89.4, ,0.0, ,1.06, ,22.6,92.0," ",,22.5,0.18,"cl1601/cl1601cm1_5.fits   ",240.8087,42.7825
635,f,"Cl 1601+42", ,76,0.1154, ,2,-38.8, ,0.0, ,2.17, ,36.1,114.6," ",,22.02,-0.04,"cl1601/cl1601cm1_4.fits   ",240.8138,42.7888
401,c,"Cl 1601+42", ,35,0.5357, ,2,-19.5, ,6.4, ,1.8, ,27.4,136.3," ",,21.77,1.6,"cl1601/cl1601cm1_3.fits   ",240.8105,42.7948
634,f,"Cl 1601+42", ,75,0.4736, ,2,0.0, ,0.0, ,2.05, ,32.8,156.5," ",,21.46,1.46,"cl1601/cl1601cm1_2.fits   ",240.8126,42.8004
620,f,"Cl 1601+42", ,61,0.4732, ,4,-60.5, ,8.8, ,1.18, ,-20.4,102.5," ",,21.46,-0.02,"cl1601/cl1601dg92_47.fits ",240.7924,42.7854
618,f,"Cl 1601+42", ,59,0.6282, ,1,-116.0, ,-9.3, ,1.04, ,-8.5,134.6," ",,21.71,0.19,"cl1601/cl1601dg92_23.fits ",240.797,42.7943
674,f,"Cl 1601+42", ,138,0.0, ,3,, ,, ,, ,31.9,187.7," ",,,,"cl1601/cl1601cm1_1.fits   ",240.8122,42.8091
651,f,"Cl 1601+42", ,92,0.2187, ,2,-28.6, ,3.2,:,1.94, ,-24.5,168.1," ",,,,"cl1601/cl1601cm3_2.fits   ",240.7909,42.8036
677,f,"Cl 1601+42", ,102,0.0, ,1,, ,, ,, ,-60.5,192.1," ",,,,"cl1601/cl1601cm3_1.fits   ",240.7773,42.8103
450,f,"3C295     ", ,33,0.3286, ,2,-27.5, ,3.6, ,1.25, ,40.8,-111.2," ",,21.38,0.39,"3c295/3c295dg92_214.fits  ",212.8538,52.1714
61,c,"3C295     ", ,21,0.4627, ,2,0.0, ,, ,2.45, ,26.2,-80.7," ",,21.57,1.48,"3c295/3c295dg92_199.fits  ",212.8472,52.1799
449,f,"3C295     ", ,32,0.2845, ,3,, ,0.0, ,1.4, ,18.2,-60.2,"Irr?",,21.62,0.34,"3c295/3c295dg92_182.fits  ",212.8435,52.1856
448,f,"3C295     ", ,31,0.285, ,3,0.0, ,0.0, ,1.62, ,12.9,-52.0,"Scd",2,21.01,0.25,"3c295/3c295dg92_174.fits  ",212.8411,52.1878
60,c,"3C295     ", ,20,0.4565, ,4,, ,7.1, ,1.53, ,27.2,-52.5,"Sb",2,22.17,0.83,"3c295/3c295dg92_176.fits  ",212.8476,52.1877
447,f,"3C295     ", ,30,0.6364,:,3,-28.7, ,5.9,:,1.23, ,31.4,-30.0," ",,21.99,0.51,"3c295/3c295dg92_146.fits  ",212.8495,52.1939
64,c,"3C295     ", ,24,0.4685, ,2,-16.8, ,7.4, ,1.34, ,-29.1,-56.6,"Scd",2,21.05,0.86,"3c295/3c295maa_19.fits    ",212.8221,52.1866
63,c,"3C295     ", ,23,0.4649, ,2,0.0, ,1.8, ,1.87, ,-7.9,-39.9,"Sab",1,21.29,1.25,"3c295/3c295maa_18.fits    ",212.8317,52.1912
62,c,"3C295     ", ,22,0.4515, ,3,-11.5, ,, ,1.8,:,5.7,-22.4,"Sb",0,21.56,1.42,"3c295/3c295maa_17.fits    ",212.8379,52.1961
58,c,"3C295     ", ,18,0.4659, ,2,, ,, ,1.22, ,-5.2,-16.4,"Sc",3,20.56,0.69,"3c295/3c295dg92_130.fits  ",212.8329,52.1977
52,c,"3C295     ", ,12,0.4605, ,1,-184.8, ,, ,1.77, ,0.0,0.0,"E/S0",1,18.89,1.26,"3c295/3c295dg92_112.fits  ",212.8353,52.2023
451,f,"3C295     ", ,34,0.2317, ,3,-14.6, ,0.0, ,1.58, ,0.0,0.0,"Sc",1,21.68,0.25,"3c295/3c295maa_10.fits    ",212.8353,52.2023
51,c,"3C295     ", ,11,0.4703, ,3,0.0, ,5.6, ,1.6, ,-18.6,7.5,"Sd",4,20.99,1.0,"3c295/3c295dg92_106.fits  ",212.8269,52.2044
59,c,"3C295     ", ,19,0.4485, ,3,0.0, ,, ,1.71, ,-60.5,-31.6,"Sab",1,20.11,1.43,"3c295/3c295dg92_151.fits  ",212.8079,52.1935
55,c,"3C295     ", ,15,0.454, ,3,-5.0, ,, ,1.51, ,-81.0,-8.9,"Sb",2,20.45,1.08,"3c295/3c295dg92_122.fits  ",212.7986,52.1998
54,c,"3C295     ", ,14,0.459, ,4,0.0, ,, ,1.82, ,-79.5,-6.5,"Sa/0",1,20.65,1.28,"3c295/3c295dg92_119.fits  ",212.7993,52.2005
49,c,"3C295     ", ,9,0.4504, ,2,0.0, ,4.0,:,2.27, ,-45.4,15.4,"E",0,20.48,1.33,"3c295/3c295dg92_92.fits   ",212.8147,52.2066
446,f,"3C295     ", ,29,0.2587, ,2,-83.4, ,0.0, ,1.25, ,47.3,-17.2," ",,22.02,0.22,"3c295/3c295dg92_133.fits  ",212.8567,52.1975
57,c,"3C295     ", ,17,0.4509, ,4,0.0, ,, ,1.71, ,29.6,-14.0," ",,20.59,1.54,"3c295/3c295dg92_127.fits  ",212.8487,52.1984
445,f,"3C295     ", ,28,0.2806, ,3,-37.4, ,0.0, ,1.29, ,41.5,-1.5," ",,21.86,0.18,"3c295/3c295dg92_113.fits  ",212.8541,52.2019
444,f,"3C295     ", ,27,0.5714, ,2,-75.3, ,0.0, ,1.12, ,36.4,7.6," ",,21.33,1.09,"3c295/3c295dg92_107.fits  ",212.8518,52.2044
50,c,"3C295     ", ,10,0.4464, ,2,-5.9,:,5.1, ,2.22, ,30.5,7.7,"Sa",0,21.72,1.49,"3c295/3c295dg92_105.fits  ",212.8491,52.2044
56,c,"3C295     ", ,16,0.4489, ,4,0.0, ,, ,1.69, ,16.4,-11.4,"S0/Sa",0,20.62,1.63,"3c295/3c295dg92_126.fits  ",212.8427,52.1991
53,c,"3C295     ", ,13,0.4619, ,2,0.0, ,, ,2.07, ,12.6,-3.7,"Sab",0,21.65,1.42,"3c295/3c295dg92_115.fits  ",212.841,52.2013
452,f,"3C295     ", ,35,0.3798, ,2,-21.5, ,0.0, ,1.37, ,12.4,12.9,"S0/Sa",0,21.59,1.07,"3c295/3c295maa_23.fits    ",212.8409,52.2059
48,c,"3C295     ", ,8,0.4719, ,3,0.0, ,, ,1.52, ,14.1,27.7,"Sc",1,21.37,1.32,"3c295/3c295dg92_81.fits   ",212.8417,52.21
47,c,"3C295     ", ,7,0.4637, ,2,0.0, ,, ,2.15, ,14.7,36.5,"Sa",1,21.26,1.64,"                          ",212.842,52.2124
46,c,"3C295     ", ,6,0.4595, ,3,0.0, ,, ,1.98, ,-12.0,47.4,"S0",0,21.55,1.43,"3c295/3c295dg92_66.fits   ",212.8299,52.2154
44,c,"3C295     ", ,4,0.4733, ,1,, ,, ,1.06, ,27.1,82.0,"SBb",0,19.98,0.15,"3c295/3c295dg92_34.fits   ",212.8476,52.2251
45,c,"3C295     ", ,5,0.4515, ,3,-14.7, ,, ,1.18, ,-29.0,61.9,"Sd",2,22.25,1.07,"3c295/3c295dg92_54.fits   ",212.8221,52.2195
42,c,"3C295     ", ,2,0.4618, ,2,0.0, ,, ,2.22, ,-44.9,88.1," ",,21.8,1.67,"3c295/3c295dg92_28.fits   ",212.8149,52.2268
65,c,"3C295     ", ,25,0.4594, ,1,0.0, ,3.0, ,2.06, ,-5.2,89.3,"E",0,20.97,1.55,"3c295/3c295maa_4.fits     ",212.8329,52.2271
43,c,"3C295     ", ,3,0.4681, ,4,0.0, ,8.3,:,1.7, ,57.0,84.0," ",,20.98,1.19,"3c295/3c295dg92_32.fits   ",212.8611,52.2256
41,c,"3C295     ", ,1,0.4527, ,2,0.0, ,4.3, ,1.43, ,-105.4,101.1," ",,21.01,1.61,"3c295/3c295dg92_15.fits   ",212.7875,52.2304
443,f,"3C295     ", ,26,2.0809, ,2,-23.3, ,0.0, ,, ,-63.2,91.8," ",,21.35,-0.03,"3c295/3c295dg92_24.fits   ",212.8066,52.2278
440,f,"A370      ",+,56,0.2908, ,4,0.0, ,5.5, ,4.7,:,179.3,-183.8,"Scd",2,,,"                          ",40.019,-1.6227
439,f,"A370      ",+,55,0.5662, ,4,0.0, ,0.0, ,1.84, ,159.6,-180.5,"Sa/S0",0,,,"                          ",40.0135,-1.6218
30,c,"A370      ",+,30,0.3784, ,3,0.0, ,, ,2.99, ,89.4,-188.3,"S0",0,21.88,1.34,"a370/a370_2ms2_25.fits    ",39.994,-1.624
25,c,"A370      ",+,25,0.3727, ,2,0.0, ,, ,2.14, ,103.4,-166.9,"SBa",0,21.1,1.48,"a370/a370_2ms1_20.fits    ",39.9979,-1.618
34,c,"A370      ",+,34,0.3762, ,3,0.0, ,, ,2.54, ,82.6,-164.8,"E",0,21.14,1.4,"a370/a370_2ms3_2.fits     ",39.9921,-1.6174
29,c,"A370      ",+,29,0.3663, ,2,0.0, ,, ,2.51, ,68.6,-173.4,"E",0,20.13,1.53,"a370/a370_2ms2_24.fits    ",39.9882,-1.6198
37,c,"A370      ",+,37,0.3789, ,2,0.0, ,, ,2.37, ,84.1,-150.0,"Sc?",3,21.42,1.48,"a370/a370_2ms3_3.fits     ",39.9925,-1.6133
438,f,"A370      ",+,54,0.5644,:,3,, ,0.0, ,1.62, ,148.1,-173.8,"Sc",1,,,"                          ",40.0103,-1.6199
26,c,"A370      ",+,26,0.3755, ,3,0.0, ,, ,1.81, ,129.2,-160.1,"Sm",1,,,"a370/a370_2ms1_21.fits    ",40.0051,-1.6161
24,c,"A370      ",+,24,0.3612, ,2,-8.1, ,4.4, ,1.62, ,117.0,-138.4,"SBab",1,20.64,1.04,"a370/a370_2ms1_19.fits    ",40.0017,-1.6101
442,f,"A370      ",+,58,0.2295, ,1,-20.5, ,12.0, ,0.0, ,123.6,-116.5,"Sc",1,,,"                          ",40.0035,-1.604
28,c,"A370      ",+,28,0.3721, ,3,-47.9, ,, ,1.55, ,97.4,-108.4,"Sd",3,21.31,0.68,"a370/a370_2ms2_22.fits    ",39.9962,-1.6018
437,f,"A370      ",+,53,0.4193, ,2,-19.0, ,8.2, ,1.41, ,116.2,-98.0,"Sc",1,,,"                          ",40.0015,-1.5989
441,f,"A370      ",+,57,0.4205, ,3,-42.3, ,0.0, ,0.0, ,111.1,-87.7,"Sb?",3,,,"                          ",40.0,-1.596
38,c,"A370      ",+,38,0.3759, ,2,0.0, ,, ,1.92, ,62.7,-103.9,"S0/E",0,21.77,0.63,"a370/a370_2ms3_4.fits     ",39.9866,-1.6005
435,f,"A370      ", ,51,0.6031, ,2,-51.4, ,0.0, ,1.26, ,62.7,-103.9,"Sc",2,21.77,0.63,"a370/a370ms3_5.fits       ",39.9866,-1.6005
39,c,"A370      ",+,39,0.3773, ,2,0.0, ,, ,1.96, ,84.3,-92.1,"E",0,21.62,1.42,"a370/a370_2ms3_6.fits     ",39.9926,-1.5972
436,f,"A370      ",+,52,0.207, ,3,-13.5, ,0.0, ,1.87, ,93.7,-90.9,"Scd",1,,,"                          ",39.9952,-1.5969
23,c,"A370      ",+,23,0.3715, ,2,0.0, ,, ,1.96, ,79.9,-83.2,"SBab",1,19.91,1.24,"a370/a370_2ms1_15.fits    ",39.9914,-1.5948
27,c,"A370      ",+,27,0.3873, ,2,-6.6, ,6.1, ,0.0, ,76.3,-73.4,"Sb",3,20.78,0.63,"a370/a370_2ms2_19.fits    ",39.9904,-1.5921
40,c,"A370      ",+,40,0.3826, ,1,0.0, ,, ,2.3, ,68.9,-68.0,"S0",0,20.86,1.59,"a370/a370_2ms3_7.fits     ",39.9883,-1.5906
658,f,"A370      ", ,59,0.0, ,3,, ,, ,, ,44.4,-59.8," ",,22.1,1.53,"a370/a370ms1_13.fits      ",39.9815,-1.5883
16,c,"A370      ", ,16,0.3718, ,2,0.0, ,, ,2.53, ,59.4,-45.7," ",,20.91,1.48,"a370/a370ms2_18.fits      ",39.9857,-1.5844
15,c,"A370      ", ,15,0.3818, ,3,0.0, ,, ,2.81, ,22.3,-49.9," ",,,,"a370/a370ms2_17.fits      ",39.9754,-1.5855
426,f,"A370      ", ,42,0.346, ,2,-8.2, ,5.0, ,1.76, ,26.9,-46.0," ",,20.89,0.96,"a370/a370ms1_12.fits      ",39.9766,-1.5844
22,c,"A370      ", ,22,0.3789, ,3,0.0, ,, ,1.92, ,43.7,-24.1," ",,22.1,1.25,"a370/a370ms3_9.fits       ",39.9813,-1.5784
21,c,"A370      ", ,21,0.3706, ,2,-23.1, ,, ,1.5, ,79.0,-37.4," ",,21.41,0.56,"a370/a370ms3_8.fits       ",39.9911,-1.5821
17,c,"A370      ", ,17,0.3755, ,1,0.0, ,, ,2.1, ,77.8,-14.8," ",,20.59,1.52,"a370/a370ms3_10.fits      ",39.9908,-1.5758
14,c,"A370      ", ,14,0.3692, ,2,0.0, ,, ,2.34, ,54.9,-9.8," ",,,,"a370/a370ms2_16.fits      ",39.9844,-1.5744
425,f,"A370      ", ,41,0.1677, ,2,-16.9, ,0.0, ,1.73, ,8.2,-29.8," ",,20.98,0.45,"a370/a370ms1_11.fits      ",39.9714,-1.5799
2,c,"A370      ", ,2,0.3738, ,2,0.0, ,, ,2.08, ,-5.6,-13.4," ",,21.8,1.58,"a370/a370ms1_10.fits      ",39.9676,-1.5754
12,c,"A370      ", ,12,0.378, ,2,, ,, ,2.71, ,0.0,0.0," ",,19.23,1.65,"a370/a370ms2_12.fits      ",39.9692,-1.5717
10,c,"A370      ", ,10,0.3677, ,2,0.0, ,, ,1.9, ,-19.3,-2.1," ",,,,"a370/a370ms1_9.fits       ",39.9638,-1.5722
18,c,"A370      ", ,18,0.3828, ,1,0.0, ,, ,2.47, ,54.4,19.3," ",,21.23,1.54,"a370/a370ms3_11.fits      ",39.9843,-1.5663
428,f,"A370      ", ,44,0.2252, ,3,-29.1, ,0.0, ,0.0, ,-36.8,-2.9," ",,20.97,0.68,"a370/a370ms2_11.fits      ",39.9589,-1.5725
13,c,"A370      ", ,13,0.3761, ,3,0.0, ,4.4,:,3.16, ,-45.7,-0.9," ",,20.15,1.53,"a370/a370ms2_15.fits      ",39.9565,-1.5719
9,c,"A370      ", ,9,0.3739, ,3,0.0, ,, ,1.82, ,-20.2,19.6," ",,21.68,0.96,"a370/a370ms1_8.fits       ",39.9636,-1.5662
11,c,"A370      ", ,11,0.3735, ,2,0.0, ,, ,2.2, ,-23.5,21.7," ",,,,"a370/a370ms2_10.fits      ",39.9626,-1.5656
8,c,"A370      ", ,8,0.3589, ,1,-5.9, ,10.0,:,1.42, ,-25.3,34.2," ",,20.77,0.7,"a370/a370ms1_7.fits       ",39.9621,-1.5622
7,c,"A370      ", ,7,0.3695, ,3,0.0, ,, ,2.26, ,-22.3,65.9," ",,22.32,1.26,"a370/a370ms1_6.fits       ",39.963,-1.5534
430,f,"A370      ", ,46,0.3364, ,3,-57.4, ,0.0, ,0.0, ,-66.3,32.1," ",,,,"a370/a370ms2_8.fits       ",39.9507,-1.5627
6,c,"A370      ", ,6,0.3706, ,3,0.0, ,, ,2.53, ,-48.7,72.5," ",,,,"a370/a370ms1_5.fits       ",39.9556,-1.5515
5,c,"A370      ", ,5,0.3779, ,3,0.0, ,, ,1.77, ,-67.1,75.7," ",,22.17,0.8,"a370/a370ms1_4.fits       ",39.9505,-1.5506
4,c,"A370      ", ,4,0.3774, ,2,0.0, ,, ,1.77, ,-86.4,90.9," ",,21.31,1.25,"a370/a370ms1_3.fits       ",39.9452,-1.5464
3,c,"A370      ", ,3,0.3735, ,2,-26.7, ,, ,1.81, ,-94.1,120.9," ",,21.22,1.02,"a370/a370ms1_2.fits       ",39.943,-1.5381
1,c,"A370      ", ,1,0.3735, ,3,0.0, ,, ,1.59, ,-117.1,122.6," ",,22.15,1.27,"a370/a370ms1_1.fits       ",39.9366,-1.5376
19,c,"A370      ", ,19,0.3725, ,2,-26.7, ,, ,1.38, ,84.1,33.3," ",,22.15,0.73,"a370/a370ms3_12.fits      ",39.9925,-1.5624
431,f,"A370      ", ,47,0.5485, ,2,-8.9, ,10.0, ,2.24, ,76.4,68.5," ",,,,"a370/a370ms3_14.fits      ",39.9904,-1.5526
20,c,"A370      ", ,20,0.3728, ,2,-10.3, ,, ,1.41, ,81.7,106.3," ",,,,"a370/a370ms3_15.fits      ",39.9919,-1.5421
432,f,"A370      ", ,48,0.3286, ,3,-15.0, ,0.0, ,1.54, ,83.1,112.9," ",,,,"a370/a370ms3_16.fits      ",39.9923,-1.5403
433,f,"A370      ", ,49,0.4217, ,1,-9.5, ,0.0, ,1.74, ,94.5,136.2," ",,,,"a370/a370ms3_17.fits      ",39.9954,-1.5338
31,c,"A370      ",+,31,0.3733, ,3,-19.4, ,, ,2.53, ,-26.7,125.9,"S0",0,,,"a370/a370_2ms2_5.fits     ",39.9617,-1.5367
32,c,"A370      ",+,32,0.3721, ,2,-14.9, ,, ,1.62, ,76.6,169.3," ",,21.79,0.8,"a370/a370_2ms3_18.fits    ",39.9905,-1.5246
33,c,"A370      ",+,33,0.3753, ,2,-30.7, ,, ,1.47, ,78.4,189.2," ",,21.7,0.39,"a370/a370_2ms3_19.fits    ",39.991,-1.5191
35,c,"A370      ",+,35,0.3734, ,2,-7.2, ,, ,2.14, ,96.8,220.1," ",,21.56,1.57,"a370/a370_2ms3_20.fits    ",39.9961,-1.5105
36,c,"A370      ",+,36,0.3727, ,2,0.0, ,, ,, ,85.2,257.8," ",,,,"a370/a370_2ms3_21.fits    ",39.9928,-1.5001
434,f,"A370      ", ,50,0.3474, ,2,-21.9, ,, ,1.38, ,107.7,281.4," ",,,,"a370/a370ms3_22.fits      ",39.9991,-1.4935
427,f,"A370      ", ,43,0.2801, ,2,-3.0, ,5.5, ,0.0, ,-81.5,179.3," ",,20.35,1.13,"a370/a370ms2_1.fits       ",39.9465,-1.5219
429,f,"A370      ", ,45,0.242,:,4,0.0, ,0.0, ,0.0, ,-60.6,170.4," ",,22.21,0.55,"a370/a370ms2_2.fits       ",39.9523,-1.5243
472,f,"Cl 0024+16", ,114,0.2252, ,3,-22.8, ,4.6, ,1.42, ,281.9,-44.8," ",,,,"cl0024/cl0024ew1_37.fits  ",6.7306,17.1497
664,f,"Cl 0024+16", ,136,0.0, ,1,, ,, ,, ,-113.0,-251.8," ",,,,"cl0024/cl0024ns2_1.fits   ",6.6158,17.0922
481,f,"Cl 0024+16", ,123,0.2153, ,1,0.0, ,0.0, ,1.85, ,-64.7,-254.1," ",,,,"cl0024/cl0024ns1_1.fits   ",6.6298,17.0915
165,c,"Cl 0024+16", ,71,0.4081, ,2,-28.3, ,, ,1.53, ,-37.1,-227.1," ",,,,"cl0024/cl0024ns1_2.fits   ",6.6378,17.099
188,c,"Cl 0024+16", ,94,0.3811, ,2,-26.5, ,3.8, ,1.19, ,-21.5,-220.0," ",,,,"cl0024/cl0024ns2_2.fits   ",6.6424,17.101
178,c,"Cl 0024+16", ,84,0.3926, ,2,0.0, ,, ,2.68, ,-28.5,-181.8," ",,,,"cl0024/cl0024ns1_4.fits   ",6.6403,17.1116
198,c,"Cl 0024+16", ,104,0.3988, ,3,-10.8, ,9.1, ,1.69, ,-12.0,-149.2," ",,22.08,1.67,"cl0024/cl0024ns2_5.fits   ",6.6451,17.1207
173,c,"Cl 0024+16", ,79,0.3954, ,1,0.0, ,, ,3.32, ,-89.9,-204.6," ",,,,"cl0024/cl0024ns1_3.fits   ",6.6225,17.1053
488,f,"Cl 0024+16", ,130,0.3432, ,2,-9.8, ,1.4, ,1.89, ,-100.0,-190.8," ",,,,"cl0024/cl0024ns2_3.fits   ",6.6196,17.1091
197,c,"Cl 0024+16", ,103,0.395, ,3,0.0, ,8.5,:,1.75, ,-78.1,-163.6," ",,,,"cl0024/cl0024ns2_4.fits   ",6.6259,17.1167
663,f,"Cl 0024+16", ,135,0.0, ,1,, ,, ,, ,-45.9,-164.0," ",,,,"cl0024/cl0024ns1_5.fits   ",6.6353,17.1166
179,c,"Cl 0024+16", ,85,0.3827, ,3,-15.9, ,18.0,:,2.97, ,-17.5,-148.5," ",,,,"cl0024/cl0024ns1_6.fits   ",6.6435,17.1209
180,c,"Cl 0024+16", ,86,0.3949, ,2,0.0, ,2.6, ,2.14, ,-19.2,-137.5," ",,,,"cl0024/cl0024ns1_7.fits   ",6.643,17.1239
181,c,"Cl 0024+16", ,87,0.3943, ,2,, ,2.8, ,2.09, ,-43.2,-107.3,"SBb",1,21.44,-0.29,"cl0024/cl0024ns1_8.fits   ",6.6361,17.1323
199,c,"Cl 0024+16", ,105,0.3802, ,2,-28.1, ,3.4, ,1.18, ,-21.4,-120.8," ",,21.43,0.6,"cl0024/cl0024ns2_6.fits   ",6.6424,17.1286
666,f,"Cl 0024+16", ,138,0.0, ,1,, ,, ,, ,-15.8,-93.6,"*",,,,"cl0024/cl0024ns2_7.fits   ",6.644,17.1361
200,c,"Cl 0024+16", ,106,0.3952, ,3,0.0, ,4.8,:,1.82, ,-4.5,-71.3,"Sb",0,21.42,1.38,"cl0024/cl0024ns2_8.fits   ",6.6473,17.1423
182,c,"Cl 0024+16", ,88,0.4033, ,1,, ,2.8, ,2.35, ,-21.1,-81.4,"SBa/S0",1,21.48,1.59,"cl0024/cl0024ns1_9.fits   ",6.6425,17.1395
482,f,"Cl 0024+16", ,124,0.2478, ,2,-53.4, ,2.3, ,1.63, ,-38.6,-58.7," ",,,,"cl0024/cl0024ns1_11.fits  ",6.6374,17.1458
661,f,"Cl 0024+16", ,133,0.0, ,1,, ,, ,, ,-38.0,-54.2,"*",,,,"cl0024/cl0024ns1_12.fits  ",6.6376,17.1471
183,c,"Cl 0024+16", ,89,0.3969, ,2,0.0, ,6.9, ,1.73, ,-42.8,-45.6,"E",0,21.35,1.42,"cl0024/cl0024ns2_10.fits  ",6.6362,17.1494
113,c,"Cl 0024+16", ,19,0.394, ,1,-137.3, ,, ,0.81, ,-70.2,-40.2," ",,21.87,0.36,"cl0024/cl0024dg92_198.fits",6.6282,17.1509
160,c,"Cl 0024+16", ,66,0.393, ,1,-168.6, ,, ,1.33, ,-70.2,-40.1," ",,21.87,0.36,"cl0024/cl0024ns1_13.fits  ",6.6282,17.151
161,c,"Cl 0024+16", ,67,0.4001, ,1,-44.6, ,, ,1.66, ,-67.5,-28.6," ",,22.65,0.78,"cl0024/cl0024ns1_14.fits  ",6.629,17.1542
158,c,"Cl 0024+16", ,64,0.3863, ,3,-11.3, ,, ,1.35, ,-62.6,-20.5," ",,22.16,0.46,"cl0024/cl0024ew2_8.fits   ",6.6304,17.1564
659,f,"Cl 0024+16", ,131,0.0, ,2,0.0, ,0.0, ,1.74, ,-105.6,-9.6," ",,21.72,1.05,"cl0024/cl0024ew1_8.fits   ",6.6179,17.1594
480,f,"Cl 0024+16", ,122,0.111, ,2,-35.7, ,4.7, ,2.17, ,-121.6,29.9," ",,21.44,0.29,"cl0024/cl0024ew2_5.fits   ",6.6133,17.1704
483,f,"Cl 0024+16", ,125,0.1111, ,2,-46.0, ,5.0, ,1.49, ,-121.6,29.8," ",,,,"cl0024/cl0024ns1_19.fits  ",6.6133,17.1704
136,c,"Cl 0024+16", ,42,0.3925, ,2,0.0, ,, ,2.06, ,-268.6,-77.7," ",,,,"cl0024/cl0024ew1_35.fits  ",6.5705,17.1405
148,c,"Cl 0024+16", ,54,0.3953, ,1,-9.8, ,3.1, ,1.43, ,-196.2,23.5," ",,20.69,0.89,"cl0024/cl0024ew2_2.fits   ",6.5916,17.1686
154,c,"Cl 0024+16", ,60,0.3939, ,2,-7.7, ,8.8, ,1.66, ,-155.8,4.4," ",,21.66,0.83,"cl0024/cl0024ew2_3.fits   ",6.6033,17.1633
473,f,"Cl 0024+16", ,115,0.2279, ,2,-51.8, ,0.0, ,1.46, ,-137.0,31.3," ",,23.31,0.17,"cl0024/cl0024ew1_7.fits   ",6.6088,17.1708
122,c,"Cl 0024+16", ,28,0.3938, ,2,0.0, ,, ,2.32, ,-224.9,35.6," ",,,,"cl0024/cl0024ew1_1.fits   ",6.5832,17.172
135,c,"Cl 0024+16", ,41,0.3927, ,2,-20.0, ,5.4, ,1.86, ,-194.9,70.0," ",,,,"cl0024/cl0024ew1_3.fits   ",6.592,17.1816
137,c,"Cl 0024+16", ,43,0.3995, ,3,0.0, ,, ,1.5, ,-177.6,69.4," ",,22.05,1.22,"cl0024/cl0024ew1_4.fits   ",6.597,17.1814
